"ID","Title","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"","","","","","","","","","
Step Description:
Change shipping method (Air)
Check discount and shipping cost
Expected Result:
The shipping discount is displayed in the discount block

Shipping
-$10.00

The shipping cost is displayed as the full price

Shipping cost = 100$ (air)","","The shipping discount is displayed in the discount block

Shipping
-$10.00

The shipping cost is displayed as the full price

Shipping cost = 100$ (air)","","Change shipping method (Air)
Check discount and shipping cost",""
"C407492","Order summary > Shipping cost + discount","","Medium","Multi-step checkout > Cart","0","Settings for multistep checkout:

https://github.com/VirtoCommerce/vc-theme-b2b-vue/blob/demo/config/settings_data.json

- """"checkout_multistep_enabled"""": true","Multi-step checkout > Cart","","Step Description:
Add products to the cart

Pay attention to Order summary &gt; discounts

Pay attention to shipping cost

Unselect one-two products


Expected Result:
The shipping discount amount does not change and counts for the whole cart

The shipping discount is displayed in the discount block

Shipping
-$10.00


The shipping cost is displayed as the full price

Shipping cost = 50$ (ground)","","The shipping discount amount does not change and counts for the whole cart

The shipping discount is displayed in the discount block

Shipping
-$10.00


The shipping cost is displayed as the full price

Shipping cost = 50$ (ground)","","Add products to the cart

Pay attention to Order summary &gt; discounts

Pay attention to shipping cost

Unselect one-two products

","Other"
"","","","","","","","","","
Step Description:
Change shipping method (Air)
Check discount and shipping cost
Expected Result:
The shipping discount amount does not change and counts for the whole cart

The shipping discount is displayed in the discount block

Shipping
-$10.00


The shipping cost is displayed as the full price

Shipping cost = 100$ (air)","","The shipping discount amount does not change and counts for the whole cart

The shipping discount is displayed in the discount block

Shipping
-$10.00


The shipping cost is displayed as the full price

Shipping cost = 100$ (air)","","Change shipping method (Air)
Check discount and shipping cost",""
"C407493","Order summary > Total","","Medium","Multi-step checkout > Cart","0","Settings for multistep checkout:

https://github.com/VirtoCommerce/vc-theme-b2b-vue/blob/demo/config/settings_data.json

- """"checkout_multistep_enabled"""": true","Multi-step checkout > Cart","","","","","","","Other"
"C407607","Anonim USD Cart with products -> New customer without defaultCurrency and defaultLanguage","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Add products to cart


Expected Result:
Anonymous USD cart contains products","","Anonymous USD cart contains products","","Add products to cart

","Automated"
"","","","","","","","","","
Step Description:
1. Sign in under a new customer
3. Check the cart
Expected Result:
There are product items (from anonim) are in cart
","","There are product items (from anonim) are in cart
","","1. Sign in under a new customer
3. Check the cart",""
"C407608","Anonim USD Cart is empty -> Customer default currency EUR","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Sign in as a customer
Add products to cart EUR.
Expected Result:
The cart EUR contains products","","The cart EUR contains products","","Sign in as a customer
Add products to cart EUR.","Automated"
"","","","","","","","","","
Step Description:
1. Log out
2. Sign in again
3. Check the cart in EUR.
Expected Result:
The User sees items from EUR cart
Nothing removed
","","The User sees items from EUR cart
Nothing removed
","","1. Log out
2. Sign in again
3. Check the cart in EUR.",""
"C407609","Anonim USD Cart contains items -> Registered User Cart with EUR as default currency","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
1. Go to frontend as a Anonyms user.
2. Add products to the USD cart.
3. Sign in as a registered user with EUR cart.
4. Check the cart in EUR.
Expected Result:
Customer sees products only from Anonymous cart USD! The old items from EUR cart were removed!

Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","Customer sees products only from Anonymous cart USD! The old items from EUR cart were removed!

Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","1. Go to frontend as a Anonyms user.
2. Add products to the USD cart.
3. Sign in as a registered user with EUR cart.
4. Check the cart in EUR.","Automated"
"C407610","User updated default currency - > Check products in cart","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Go to Profile
Set default currency as GBP, British pound
Update
Expected Result:
The default currency is updated","","The default currency is updated","","Go to Profile
Set default currency as GBP, British pound
Update","Automated"
"","","","","","","","","","
Step Description:
Check the GBP cart
Expected Result:
Existing GBP cart cleared, products moved from USD to GBP cart
Quantities remain the same.
Products display correct prices in British pound.
Quantities remain the same.
Validation rules are applied.
","","Existing GBP cart cleared, products moved from USD to GBP cart
Quantities remain the same.
Products display correct prices in British pound.
Quantities remain the same.
Validation rules are applied.
","","Check the GBP cart",""
"C407611","Anonymous Cart USD, Customer Cart USD, Default Customer Currency USD","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Go to store as Anonymous
Add products to cart


Expected Result:
The Anonymous cart USD contains items","","The Anonymous cart USD contains items","","Go to store as Anonymous
Add products to cart

","Automated"
"","","","","","","","","","
Step Description:
Sign in as a customer
Check cart
Expected Result:
The customer sees the items from both carts. Anonymous items are merged with customer items","","The customer sees the items from both carts. Anonymous items are merged with customer items","","Sign in as a customer
Check cart",""
"C407612","Anonymous Cart USD, Customer Cart USD, Default Customer Currency EUR","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Log in as a customer
Open cart
Expected Result:
The customer sees products in EUR","","The customer sees products in EUR","","Log in as a customer
Open cart","Automated"
"","","","","","","","","","
Step Description:
Set USD as a store currency
Expected Result:
All products moved to USD cart
No duplicate products or unexpected items appear.

Products without USD prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","All products moved to USD cart
No duplicate products or unexpected items appear.

Products without USD prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","Set USD as a store currency",""
"","","","","","","","","","
Step Description:
Log out
Expected Result:
The Cart is empty","","The Cart is empty","","Log out",""
"","","","","","","","","","
Step Description:
Go to catalog as Anonymous
Add products to cart USD
Expected Result:
The Anonymous cart USD contains items","","The Anonymous cart USD contains items","","Go to catalog as Anonymous
Add products to cart USD",""
"","","","","","","","","","
Step Description:
Log in as a customer
Check Default Customer Currency is EUR
Check cart EUR
Expected Result:
Customer sees products only from Anonymous cart USD! The old items from EUR cart were removed!

Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.","","Customer sees products only from Anonymous cart USD! The old items from EUR cart were removed!

Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.","","Log in as a customer
Check Default Customer Currency is EUR
Check cart EUR",""
"C407613","Customer Cart USD, Default Customer Currency EUR","","High","User 's default currency","2","https://virtocommerce.atlassian.net/browse/VCST-2522","Multi-step checkout > Cart > Keep Cart Products if Change Currency > User 's default currency","","Step Description:
Log in as a customer
Open cart
Expected Result:
The customer sees products in EUR","","The customer sees products in EUR","","Log in as a customer
Open cart","Automated"
"","","","","","","","","","
Step Description:
Set USD as a store currency
Expected Result:
All products moved to USD cart

Products without USD prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","All products moved to USD cart

Products without USD prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.
","","Set USD as a store currency",""
"","","","","","","","","","
Step Description:
Log out
Expected Result:
The Cart is empty","","The Cart is empty","","Log out",""
"","","","","","","","","","
Step Description:
Log in as a customer
Check Default Customer Currency is EUR
Check cart EUR
Expected Result:
Customer sees products from EUR cart
","","Customer sees products from EUR cart
","","Log in as a customer
Check Default Customer Currency is EUR
Check cart EUR",""
"C407654","Price exists for this currency -> USD and EUR carts contain products","","Medium","Store default currency","2","","Multi-step checkout > Cart > Keep Cart Products if Change Currency > Store default currency","","Step Description:
1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.
Expected Result:
Existing Euro cart cleared, products moved from USD to EUR cart
Products display correct prices in EUR.
Quantities remain the same.
Validation rules are applied.","","Existing Euro cart cleared, products moved from USD to EUR cart
Products display correct prices in EUR.
Quantities remain the same.
Validation rules are applied.","","1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.","Automated"
"C407655","Price exists for this currency -> USD cart contains Configurable products","","Medium","Store default currency","2","","Multi-step checkout > Cart > Keep Cart Products if Change Currency > Store default currency","","Step Description:
1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.
Expected Result:
- Existing Euro cart cleared
- Configurable product with all options moved from USD to EUR cart
- Products display correct prices in EUR.
- Quantities remain the same.
- Validation rules are applied.","","- Existing Euro cart cleared
- Configurable product with all options moved from USD to EUR cart
- Products display correct prices in EUR.
- Quantities remain the same.
- Validation rules are applied.","","1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.","Other"
"C407656","Price exists for this currency -> USD cart contains products and EUR cart is empty","","Medium","Store default currency","2","","Multi-step checkout > Cart > Keep Cart Products if Change Currency > Store default currency","","Step Description:
1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.
Expected Result:
All products moved from USD to EUR cart
Products display correct prices in EUR.
Quantities remain the same.
Validation rules are applied.","","All products moved from USD to EUR cart
Products display correct prices in EUR.
Quantities remain the same.
Validation rules are applied.","","1. Add products to the cart in USD.
2. Switch the currency to EUR.
3. Check the contents of the EUR cart.","Other"
"C407657","Price does not exist for this currency -> USD and EUR carts contain products","","High","Store default currency","2","","Multi-step checkout > Cart > Keep Cart Products if Change Currency > Store default currency","","Step Description:
1. Add products to the cart in USD where items have no EUR price.
2. Switch the currency to EUR.
3. Observe the EUR cart contents.
Expected Result:
Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.

","","Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:

The product is not longer available for purchase.

","","1. Add products to the cart in USD where items have no EUR price.
2. Switch the currency to EUR.
3. Observe the EUR cart contents.","Other"
"C407658","Some products have EURO price and some does not have -> USD to EUR","","Medium","Store default currency","2","","Multi-step checkout > Cart > Keep Cart Products if Change Currency > Store default currency","","Step Description:
1. Add products to the cart in USD where some items have no EUR price.
2. Switch the currency to EUR.
3. Observe the EUR cart contents.
Expected Result:
Products display correct prices in EUR.
Quantities remain the same.
Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:
The product is not longer available for purchase.


","","Products display correct prices in EUR.
Quantities remain the same.
Products without EUR prices are displayed with a price of 0.
A user-friendly message is shown:
The product is not longer available for purchase.


","","1. Add products to the cart in USD where some items have no EUR price.
2. Switch the currency to EUR.
3. Observe the EUR cart contents.","Other"
