"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C389481","Available at branches >  Clear all selected Branches","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Click on # branch link

![](index.php?/attachments/get/36d062dc-f008-4bba-b458-ec0e6e94b4cd)   

Expected Result:
Pop-up with list of all available branches and already selected branches are shown
The Button OK disabled","","Pop-up with list of all available branches and already selected branches are shown
The Button OK disabled","","Click on # branch link

![](index.php?/attachments/get/36d062dc-f008-4bba-b458-ec0e6e94b4cd)   
","Other"
"","","","","","","","","","","
Step Description:
1. Click on Clear Selection
2. Click on OK
Expected Result:
The right part is removed. The user sees the initial pop-up
Pop-up is closed","","The right part is removed. The user sees the initial pop-up
Pop-up is closed","","1. Click on Clear Selection
2. Click on OK",""
"","","","","","","","","","","
Step Description:
Check the checkbox """"Available at branches""""
Expected Result:
The Checkbox """"Available at branches"""" is unselected
All product from the category are shown on the page","","The Checkbox ""Available at branches"" is unselected
All product from the category are shown on the page","","Check the checkbox ""Available at branches""",""
"C389482","Branch info page> View","","","Medium","Branch info page","0","","Branch info page","","Step Description:
Go to Storefront
Open catalog &gt; Click on the checkbox """"Available at branch""""
Click on any branch from the list


        


Expected Result:
Pop-up """"Select branch"""" appears
The branch info page is opened in a new tab. The URL path should be:
URL/branch/{fulfillmentId}","","Pop-up ""Select branch"" appears
The branch info page is opened in a new tab. The URL path should be:
URL/branch/{fulfillmentId}","","Go to Storefront
Open catalog &gt; Click on the checkbox ""Available at branch""
Click on any branch from the list


        

","Other"
"","","","","","","","","","","
Step Description:
Check the page
Expected Result:
The next elements are presented:
- The name of the branch
- Address
- Branch hours block
- Other branches block 
- List of branches

","","The next elements are presented:
- The name of the branch
- Address
- Branch hours block
- Other branches block 
- List of branches

","","Check the page",""
"C389483","Branch info page> Other branches > Choose branch","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002183","","Medium","Branch info page","0","","Branch info page","","Step Description:
Click on the checkbox """"Available at branch""""
Click on any branch from the list
Open """"Branch info page"""" &gt; Other branches block
Check any branch from the list


Expected Result:
The branch info contains the name of a branch, the address, and Phone:

![](index.php?/attachments/get/7a1ace6a-715d-4c04-b773-8b907b61e646)     

Сursor changes to hover when hovering over a branch from the list
","","The branch info contains the name of a branch, the address, and Phone:

![](index.php?/attachments/get/7a1ace6a-715d-4c04-b773-8b907b61e646)     

Сursor changes to hover when hovering over a branch from the list
","","Click on the checkbox ""Available at branch""
Click on any branch from the list
Open ""Branch info page"" &gt; Other branches block
Check any branch from the list

","Other"
"","","","","","","","","","","
Step Description:
Switch between Branches from the list
Check the branch info page
Expected Result:
The next elements are presented:

The name of the branch
Address and phone (if there is no phone:-)
Branch hours block
Other branches block
List of branches","","The next elements are presented:

The name of the branch
Address and phone (if there is no phone:-)
Branch hours block
Other branches block
List of branches","","Switch between Branches from the list
Check the branch info page",""
"C389484","Branch info page > Add new branch in admin > Check on Storefront","","","Medium","Branch info page","0","","Branch info page","","Step Description:
Go to admin &gt; Store &gt; Fulfillment centers
Click on pencil near Available fulfillment centers
Click on Add &gt; Fill name, description and create an address with all necessary fields
Save
Set up Branch1 as available

Expected Result:
New Branch1 was added to the list and set up as available","","New Branch1 was added to the list and set up as available","","Go to admin &gt; Store &gt; Fulfillment centers
Click on pencil near Available fulfillment centers
Click on Add &gt; Fill name, description and create an address with all necessary fields
Save
Set up Branch1 as available
","Other"
"","","","","","","","","","","
Step Description:
Click on the checkbox """"Available at branch""""
Click on any branch from the list
Open """"Branch info page"""" &gt; Other branches block
Check new Branch1 in the list
Expected Result:
The Branch1 is displayed in the list with the address and phone","","The Branch1 is displayed in the list with the address and phone","","Click on the checkbox ""Available at branch""
Click on any branch from the list
Open ""Branch info page"" &gt; Other branches block
Check new Branch1 in the list",""
"","","","","","","","","","","
Step Description:
Click on the Branch1
Expected Result:
The branch info page is opened. 
Information from the Address is displayed correctly
The branch hours block is displayed in accordance with the description field in the admin","","The branch info page is opened. 
Information from the Address is displayed correctly
The branch hours block is displayed in accordance with the description field in the admin","","Click on the Branch1",""
"C389485","Branch info page > Update branch in admin > Check on Storefront","","","Medium","Branch info page","0","","Branch info page","","Step Description:
Go to admin &gt; Store &gt; Fulfillment centers
Click on pencil near Available fulfillment centers
Choose Branch1 &gt; Right click &gt; Manage
Update name, description, and address with phone
Save


Expected Result:
The new data was updated and saved for Branch1","","The new data was updated and saved for Branch1","","Go to admin &gt; Store &gt; Fulfillment centers
Click on pencil near Available fulfillment centers
Choose Branch1 &gt; Right click &gt; Manage
Update name, description, and address with phone
Save

","Other"
"","","","","","","","","","","
Step Description:
Go to Storefront &gt; Catalog &gt; Category page
Click on the checkbox """"Available at branch""""
Click on any branch from the list
Open """"Branch info page"""" &gt; Other branches block
Click on Branch1 in the list
Expected Result:
The branch info page is opened.
The name, Address and phone were updated
The branch hours block is updated ","","The branch info page is opened.
The name, Address and phone were updated
The branch hours block is updated ","","Go to Storefront &gt; Catalog &gt; Category page
Click on the checkbox ""Available at branch""
Click on any branch from the list
Open ""Branch info page"" &gt; Other branches block
Click on Branch1 in the list",""
"C389486","Branch info page > Delete branch in admin > Check on Storefront","","","Medium","Branch info page","0","","Branch info page","","Step Description:
Delete Branch1 from the list of Available fulfillment centers on the admin side 
Save
Expected Result:
The Branch1 is deleted from the available fulfillment centers","","The Branch1 is deleted from the available fulfillment centers","","Delete Branch1 from the list of Available fulfillment centers on the admin side 
Save","Other"
"","","","","","","","","","","
Step Description:
Go to Storefront &gt; Catalog &gt; Category page
Click on the checkbox """"Available at branch""""
Click on any branch from the list
Open """"Branch info page"""" &gt; Other branches block
Check Branch1 in the list
Expected Result:
The Branch1 is no longer displayed in the list of branches","","The Branch1 is no longer displayed in the list of branches","","Go to Storefront &gt; Catalog &gt; Category page
Click on the checkbox ""Available at branch""
Click on any branch from the list
Open ""Branch info page"" &gt; Other branches block
Check Branch1 in the list",""
"C389487","Branch info page > Set only 1 Default and Available branches > Check on Storefront","","","Medium","Branch info page","0","","Branch info page","","Step Description:
Go to Admin env. &gt; Store &gt; B2B-store &gt; Fulfillment centers
Select Default ffc from drop-down (ex. Los Angeles branch)
Add 1 available ffc (ex.Tennessee Branch)
Save
Expected Result:
The default and available branches are saved","","The default and available branches are saved","","Go to Admin env. &gt; Store &gt; B2B-store &gt; Fulfillment centers
Select Default ffc from drop-down (ex. Los Angeles branch)
Add 1 available ffc (ex.Tennessee Branch)
Save","Other"
